"","curl1","curl2","curl3","strait1","strait2","strait3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"Exoc6",0.527064289403157,0,0,0.958170298824518,2.26441126279475,3.32354779556986,1.17886560776538,-2.8093688829483,2.14488885477929,-1.30979695133778,0.190264534773418,NA,"Exoc6","107371"
"Exoc6b",2.63532144701579,2.44850292476242,3.26038013454017,0.958170298824518,0,2.21569853037991,1.9196788892538,1.39092196139526,1.61913779686502,0.859051011030913,0.390312373301606,0.511357395737858,"Exoc6b","75914"
"Exoc7",1.05412857880631,0,1.08679337818006,0.958170298824518,3.39661689419212,0,1.08261819166717,-0.94633195213423,2.18713339542896,-0.432681405767035,0.665246240086486,NA,"Exoc7","53413"
"Exoc8",5.27064289403157,13.4667660861933,4.34717351272023,1.91634059764904,0,2.21569853037991,4.53610360349567,2.44092967809971,1.26203830226705,1.93411695486181,0.0530987497570692,0.112494296750253,"Exoc8","102058"
"Exog",0.527064289403157,4.89700584952483,0,0.958170298824518,0,0,1.06370673962542,2.20115122328587,2.52388612292463,0.872127788687715,0.383138667887487,NA,"Exog","208194"
"Exosc1",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Exosc1","66583"
"Exosc10",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Exosc10","50912"
"Exosc2",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Exosc2","227715"
"Exosc3",0,0,0,0.958170298824518,0,1.10784926518995,0.344336594002412,-2.08033390427478,3.98538022491,-0.521991325011344,0.601676370638553,NA,"Exosc3","66362"
"Exosc4",0,0,0,1.91634059764904,1.13220563139737,2.21569853037991,0.877374126571053,-3.42619258457169,2.50240247209801,-1.36916128511461,0.170948864815357,NA,"Exosc4","109075"
"Exosc5",5.79770718343473,12.2425146238121,9.78114040362051,0,0,0,4.63689370181122,5.55119488584285,1.57603964856284,3.52224316875841,0.000427911442016143,0.0021696111909581,"Exosc5","27998"
"Exosc6",0,0,0,3.83268119529807,0,1.10784926518995,0.823421743414671,-3.34485913190342,2.91846106152004,-1.1461037380301,0.251752231112658,NA,"Exosc6","72544"
"Exosc7",0,0,0,0,0,1.10784926518995,0.184641544198325,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Exosc7","66446"
"Exosc8",26.3532144701579,7.34550877428725,8.69434702544046,0,3.39661689419212,0,7.63161452734628,3.72135361947024,1.28838276651326,2.88839133539585,0.00387217794070053,0.0139376810258365,"Exosc8","69639"
"Exosc9",0,1.22425146238121,0,0,0,0,0.204041910396868,0.809987487622326,4.06699204282385,0.199161316052127,0.84213655851987,NA,"Exosc9","50911"
"Exph5",0.527064289403157,1.22425146238121,0,1.91634059764904,1.13220563139737,1.10784926518995,0.984618541003455,-1.31736707186725,2.11073789448997,-0.624126318718303,0.532544630801319,NA,"Exph5","320051"
"Ext1",1.05412857880631,0,0,71.8627724118388,103.030712457161,67.5788051765871,40.5877364373989,-7.25224105529326,1.14973809734778,-6.30773310201926,2.83151940481363e-10,6.19548122141903e-09,"Ext1","14042"
"Ext2",1.58119286820947,0,0,0.958170298824518,5.66102815698687,1.10784926518995,1.55137343153514,-2.00534700328829,2.00441681248007,-1.00046407054782,0.317085977000718,0.436382347077166,"Ext2","14043"
"Extl1",0.527064289403157,0,1.08679337818006,0.958170298824518,0,0,0.428671327734622,0.544263429484756,3.29155877901897,0.165351271547692,0.868667505311408,NA,"Extl1","56219"
"Extl2",31.0967930747863,22.0365263228618,69.5547762035236,0.958170298824518,0,1.10784926518995,20.792352527531,5.85832653859544,1.22492279492218,4.78260880022862,1.73034674617298e-06,1.71772120396517e-05,"Extl2","58193"
"Extl3",4.74357860462841,0,0,8.62353268942066,13.5864675767685,14.4020404474694,6.89260321971449,-2.68127755807546,1.16967182793047,-2.2923331947043,0.0218864237464307,0.0568843323039731,"Extl3","54616"
"Eya1",2.10825715761263,2.44850292476242,2.17358675636011,1.91634059764904,0,3.32354779556986,1.99503920532568,0.34920924692153,1.55294353298666,0.224869249592045,0.822080991936888,0.873702902997923,"Eya1","14048"
"Eya2",0,0,0,15.3307247811923,9.05764505117899,12.1863419170895,6.09578529157679,-6.22380789265294,1.50004417495111,-4.14908307140739,3.33809667488976e-05,0.000236001878174085,"Eya2","14049"
"Eya3",0.527064289403157,4.89700584952483,1.08679337818006,13.4143841835433,11.3220563139737,11.0784926518995,7.05429944442076,-2.62707939264901,1.04131047383151,-2.52285889623549,0.0116405099085036,0.0343136364302889,"Eya3","14050"
"Eya4",6.85183576224104,2.44850292476242,3.26038013454017,0,1.13220563139737,2.21569853037991,2.65143716388682,1.97933450344969,1.50622493058319,1.31410286953843,0.188811588623004,0.294181262438308,"Eya4","14051"
"Ezh1",13.7036715244821,11.0182631614309,10.8679337818006,0.958170298824518,0,0,6.09133979442301,4.96763318962932,1.46888157867884,3.3819153713517,0.000719823166753405,0.00341473555904655,"Ezh1","14055"
"Ezh2",51.6523003615094,138.340415249077,58.6868424217231,78.5699645036105,31.7017576791265,80.8729963588666,73.3040460956521,0.370634289762923,0.575950252324548,0.643517887642265,0.519888111724459,0.630520301899424,"Ezh2","14056"
"Ezr",0,0,0,10.5398732870697,2.26441126279475,15.5098897126593,4.71902904375396,-5.8535861348127,1.65666775628769,-3.53334946768662,0.00041032968666731,0.00209447745787085,"Ezr","22350"
"F10",6.32477147283789,2.44850292476242,2.17358675636011,0,0,0,1.8244768589934,4.25161318708293,1.99786915700859,2.12807388920747,0.0333309578079402,0.0787593240387132,"F10","14058"
"F11",0,0,0,0,0,1.10784926518995,0.184641544198325,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"F11","109821"
"F11r",1.05412857880631,0,2.17358675636011,0,0,0,0.537952555861071,2.46685380336667,3.33660011362649,0.739331570868255,0.459705683096598,NA,"F11r","16456"
"F12",6.32477147283789,2.44850292476242,1.08679337818006,0,0,0,1.64334462929673,4.10539441023487,2.10300985320541,1.95215177141345,0.0509201881837428,0.108975528169282,"F12","58992"
"F13a1",138.090843823627,217.916760303855,372.77012871576,3.83268119529807,4.5288225255895,1.10784926518995,123.041180971553,6.25706655715509,0.709655473550469,8.81704825843227,1.17516600526011e-18,8.15088996589563e-17,"F13a1","74145"
"F13b",6.32477147283789,11.0182631614309,1.08679337818006,3.83268119529807,1.13220563139737,13.2941911822794,6.11481767023728,0.00937872567160575,1.14262112560772,0.008208080055073,0.993450973187776,0.994857198024788,"F13b","14060"
"F2",0,0,0,2.87451089647355,0,3.32354779556986,1.03300978200724,-3.66456020030625,2.66703725899061,-1.37401912476212,0.169435745198841,NA,"F2","14061"
"F2r",1.05412857880631,2.44850292476242,0,3.83268119529807,1.13220563139737,3.32354779556986,1.96517768763901,-1.28791486390042,1.61390242428192,-0.798012844223503,0.424863036522687,0.544193909906911,"F2r","14062"
"F2rl1",0,0,0,1.91634059764904,4.5288225255895,1.10784926518995,1.25883539807141,-3.94173880423232,2.25661726087537,-1.74674672243856,0.0806812819014315,0.154663367498119,"F2rl1","14063"
"F2rl2",3.6894500258221,2.44850292476242,0,0.958170298824518,0,0,1.18268720823484,2.45634971006477,2.3600218277939,1.04081652175264,0.297960710612799,NA,"F2rl2","14064"
"F2rl3",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"F2rl3","14065"
"F3",9.48715720925683,1.22425146238121,11.9547271599806,286.492919348531,249.085238907422,293.580055275337,141.970724893818,-5.13767786256837,0.548934655303537,-9.35936147031462,8.02200143336281e-21,7.53358223104833e-19,"F3","14066"
"F420014N23Rik",1.05412857880631,0,0,1.91634059764904,2.26441126279475,2.21569853037991,1.241763161605,-2.17885654914345,2.06199362509543,-1.05667472616101,0.290660063450941,NA,"F420014N23Rik","100038591"
"F5",1.58119286820947,0,0,10.5398732870697,46.4204308872923,13.2941911822794,11.9726147041418,-5.0109196426375,1.2591439861739,-3.97962401255153,6.9024346748179e-05,0.000445551318547248,"F5","14067"
"F630028O10Rik",8.96009291985367,2.44850292476242,3.26038013454017,3.83268119529807,1.13220563139737,0,3.27231046764195,1.5705218468001,1.4016572692851,1.12047494149631,0.262511425154059,0.377890842537224,"F630028O10Rik","100038363"
"F630042J09Rik",0.527064289403157,0,0,0.958170298824518,4.5288225255895,3.32354779556986,1.55626748489784,-3.23379456271643,1.99810943073378,-1.61842715567829,0.105570573648168,0.188636963723583,"F630042J09Rik","100038627"
"F630111L10Rik",1.58119286820947,3.67275438714363,1.08679337818006,1.91634059764904,0,2.21569853037991,1.74546329359368,0.573992868810432,1.66973512099823,0.343762828961325,0.731024656617962,0.805736773580164,"F630111L10Rik","320463"
"F630206G17Rik",0.527064289403157,2.44850292476242,4.34717351272023,12.4562138847187,7.92543941978162,9.97064338670958,6.27917290301595,-2.17267083951297,1.03792081568078,-2.09329151770397,0.0363231393859877,0.0840150730523324,"F630206G17Rik","100009664"
"F7",3.16238573641894,1.22425146238121,6.52076026908034,0,0,0,1.81789957798008,4.21720140212955,2.02526410679054,2.08229701399913,0.0373153484946468,0.0856195628595011,"F7","14068"
"F730035M05Rik",0,0,1.08679337818006,0.958170298824518,1.13220563139737,1.10784926518995,0.714169762265317,-1.67015961161779,2.52931015525319,-0.66032218632776,0.509047095465986,NA,"F730035M05Rik","414124"
"F730043M19Rik",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"F730043M19Rik","320046"
"F8",140.19910098124,259.541310024816,160.845419970648,0,2.26441126279475,3.32354779556986,94.3622983391782,6.70342288433401,0.809333679228953,8.28264417553996,1.20469971770881e-16,6.80014542783293e-15,"F8","14069"
"F830002L21Rik",6.32477147283789,4.89700584952483,2.17358675636011,5.74902179294711,4.5288225255895,3.32354779556986,4.49945936547155,0.00517768101960023,1.03960034975126,0.00498045332597193,0.996026189613753,0.997247846417695,"F830002L21Rik",NA
"F830016B08Rik",2.63532144701579,1.22425146238121,0,0,0,1.10784926518995,0.827903695764491,1.80639668410796,2.63720569646518,0.684966169506306,0.493365269234235,NA,"F830016B08Rik","240328"
"F830045P16Rik",1.58119286820947,0,1.08679337818006,1.91634059764904,0,1.10784926518995,0.948696018204753,-0.119922169915051,2.24381431464672,-0.0534456746853995,0.957376814055364,NA,"F830045P16Rik","228592"
"F8a",1.58119286820947,4.89700584952483,1.08679337818006,0,0,0,1.26083201598573,3.66546786408488,2.25537618046212,1.62521352129108,0.104117070345736,0.186668415358837,"F8a","14070"
"F9",0.527064289403157,0,1.08679337818006,3.83268119529807,0,3.32354779556986,1.46168110974186,-2.1139964930511,2.0335320786471,-1.03956879522527,0.298540280738119,0.417295766490111,"F9","14071"
"F930015N05Rik",0,0,1.08679337818006,14.3725544823678,6.79323378838425,17.7255882430392,6.66302831532855,-5.33304679166764,1.45483943196321,-3.66572879075119,0.000246635199117832,0.00134013964825317,"F930015N05Rik","654805"
"Fa2h",0,0,0,0,1.13220563139737,2.21569853037991,0.55798402696288,-2.76281085541031,3.33157732325992,-0.829280123898468,0.406945915242182,NA,"Fa2h","338521"
"Faah",0,0,2.17358675636011,0,3.39661689419212,0,0.928367275092039,-0.681861465226566,2.90810501374306,-0.23446934068895,0.814620632425211,NA,"Faah","14073"
"Faap100",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Faap100","71885"
"Faap20",34.2591788112052,58.764070194298,81.5095033635043,0,0,0,29.0887920615012,8.20950683424255,1.32551563956207,6.19344396189461,5.88636226654687e-10,1.22852454077351e-08,"Faap20","67513"
"Faap24",0,0,0,1.91634059764904,0,3.32354779556986,0.873314732203149,-3.41998691246252,2.82690859368369,-1.20979748694527,0.226356610781085,NA,"Faap24","101831"
"Fabp1",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Fabp1","14080"
"Fabp12",2.10825715761263,2.44850292476242,3.26038013454017,0.958170298824518,2.26441126279475,2.21569853037991,2.2092367181524,0.521556197472535,1.39895436248944,0.372818593270208,0.70928346351373,0.789133363403497,"Fabp12","75497"
"Fabp2",7.3789000516442,1.22425146238121,0,0,0,0,1.4338585856709,3.91726190096855,2.49342425354395,1.57103705693119,0.116174041458434,0.202550602244476,"Fabp2","14079"
"Fabp3",2.63532144701579,2.44850292476242,1.08679337818006,3.83268119529807,1.13220563139737,5.53924632594976,2.77912515043391,-0.744966449112826,1.31405969141022,-0.566919793661232,0.570768675551855,0.673598441387487,"Fabp3","14077"
"Fabp4",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fabp4","11770"
"Fabp5",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fabp5","16592"
"Fabp6",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fabp6","16204"
"Fabp7",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"Fabp7","12140"
"Fabp9",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fabp9","21884"
"Fadd",63.774779017782,68.5580818933477,78.2491232289641,1.91634059764904,1.13220563139737,2.21569853037991,35.9743714832533,5.31215132349477,0.808460591653238,6.57069915137341,5.00795534844565e-11,1.24460005053174e-09,"Fadd","14082"
"Fads1",2.63532144701579,2.44850292476242,1.08679337818006,7.66536239059614,3.39661689419212,4.43139706075981,3.61066568258439,-1.30533431616374,1.17131572975927,-1.11441713194786,0.26510027701165,0.380940303269821,"Fads1","76267"
"Fads2",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fads2","56473"
"Fads3",0,0,0,0,1.13220563139737,0,0.188700938566229,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Fads3","60527"
"Fads6",0,0,0,4.79085149412259,3.39661689419212,9.97064338670958,3.02635196250405,-5.2096269088141,1.75075837963735,-2.97564013938532,0.00292377729168752,0.0110220691365499,"Fads6","328035"
"Faf1",1.05412857880631,4.89700584952483,4.34717351272023,5.74902179294711,4.5288225255895,3.32354779556986,3.98328334252631,-0.481370925206808,1.13239951734476,-0.425089306233122,0.670771573184135,0.758951718454977,"Faf1","14084"
"Faf2",0,0,2.17358675636011,0.958170298824518,2.26441126279475,0,0.899361386329897,-0.631765031677106,2.60474382423518,-0.242544017495697,0.808358653786739,NA,"Faf2","76577"
"Fah",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fah","14085"
"Fahd1",0.527064289403157,1.22425146238121,1.08679337818006,4.79085149412259,5.66102815698687,3.32354779556986,2.76892276277396,-2.37578961660728,1.41143352591068,-1.68324584402541,0.0923275094226339,0.17080495448668,"Fahd1","68636"
"Fahd2a",0.527064289403157,6.12125731190604,0,0,0,0,1.1080536002182,3.46923191717453,2.72178693740791,1.27461553639406,0.202445355663122,NA,"Fahd2a","68126"
"Faim",1.58119286820947,2.44850292476242,3.26038013454017,0,1.13220563139737,0,1.40371359315157,2.65399559545524,2.02390172721616,1.31132631578203,0.18974754124763,0.295509378884627,"Faim","23873"
"Faim2",11.0683500774663,20.8122748604805,7.6075536472604,3.83268119529807,0,2.21569853037991,7.58942638514754,2.6600302172893,1.05832358644101,2.51343752645125,0.0119560951936661,0.0350771010753759,"Faim2","72393"
"Faiml",0,0,0,0,1.13220563139737,0,0.188700938566229,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Faiml","623459"
"Fam101a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam101a",NA
"Fam101b",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam101b",NA
"Fam102a",12.6495429456758,7.34550877428725,7.6075536472604,0,1.13220563139737,3.32354779556986,5.34305979903178,2.68551905000978,1.19964574973012,2.23859339360301,0.0251823844892513,0.0637489179866256,"Fam102a","98952"
"Fam102b",4.21651431522526,4.89700584952483,2.17358675636011,13.4143841835433,13.5864675767685,3.32354779556986,6.93525107949863,-1.42231778806382,0.954750039271108,-1.48972791784294,0.136295790863828,0.229182527752644,"Fam102b","329739"
"Fam103a1",1.05412857880631,0,0,0,0,0,0.175688096467719,1.18196178239688,4.05630175741403,0.291389017159907,0.770753813333353,NA,"Fam103a1",NA
"Fam104a",0.527064289403157,2.44850292476242,0,0,2.26441126279475,0,0.873329746160054,0.369500830456606,2.62806247109946,0.140598191450915,0.888187377058505,NA,"Fam104a","28081"
"Fam105a",1.58119286820947,0,0,0,0,3.32354779556986,0.817456777296555,-0.899336680792468,2.98259281713413,-0.301528480731945,0.763011535485962,NA,"Fam105a",NA
"Fam107a",248.77434459829,497.046093726771,518.400441391887,0,1.13220563139737,2.21569853037991,211.261463979788,8.62150847978995,0.960610410845945,8.97503127433063,2.83271304547774e-19,2.08755214157012e-17,"Fam107a","268709"
"Fam107b",0.527064289403157,0,10.8679337818006,17.2470653788413,50.9492534128818,24.372683834179,17.3273334495176,-3.08239913938821,1.03009337676038,-2.99234924612591,0.00276839358338371,0.0105487226954643,"Fam107b","66540"
"Fam109a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam109a",NA
"Fam109b",0.527064289403157,0,1.08679337818006,0.958170298824518,1.13220563139737,2.21569853037991,0.986655354697502,-1.36603751115942,2.11079124218401,-0.647168456955504,0.51752292363318,NA,"Fam109b",NA
"Fam110a",0,0,0,0,0,3.32354779556986,0.553924632594976,-2.755670128722,3.86595517651855,-0.712804469503341,0.475966759515587,NA,"Fam110a","73847"
"Fam110b",0,0,0,5.74902179294711,1.13220563139737,1.10784926518995,1.33151278158907,-4.03794842724508,2.27031902234073,-1.77858194707892,0.0753083259899692,0.146879609521329,"Fam110b","242297"
"Fam110c",0,0,0,0,0,1.10784926518995,0.184641544198325,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Fam110c","104943"
"Fam111a",1.58119286820947,2.44850292476242,0,1.91634059764904,2.26441126279475,2.21569853037991,1.7376910306326,-0.662133106528339,1.63114828393821,-0.40593066433525,0.684793546305942,0.769893962644205,"Fam111a","107373"
"Fam114a1",3.16238573641894,3.67275438714363,2.17358675636011,0,0,2.21569853037991,1.87073756838376,2.05358890748578,1.8159667041694,1.13085163002758,0.258117544852837,0.372621872667433,"Fam114a1","68303"
"Fam114a2",0,0,0,1.91634059764904,2.26441126279475,2.21569853037991,1.06607506513728,-3.70442868060358,2.32566100030271,-1.59284980920324,0.111193888094106,NA,"Fam114a2","67726"
"Fam117a",3.6894500258221,6.12125731190604,2.17358675636011,0,0,0,1.99738234901471,4.34473093790009,1.92881695398826,2.25253668001849,0.0242883774601267,0.061824973745685,"Fam117a","215512"
"Fam117b",2.10825715761263,3.67275438714363,4.34717351272023,103.482392273048,104.162918088558,93.059338275956,51.8054722825065,-4.98690564788962,0.629551032298789,-7.92136839118517,2.34910814752423e-15,1.12291602078951e-13,"Fam117b","72750"
"Fam118a",0.527064289403157,1.22425146238121,0,0,0,0,0.291885958630728,1.53058070860726,4.04614451039575,0.378281276082637,0.705221653342238,NA,"Fam118a","73225"
"Fam118b",0.527064289403157,1.22425146238121,0,0,0,0,0.291885958630728,1.53058070860726,4.04614451039575,0.378281276082637,0.705221653342238,NA,"Fam118b","109229"
"Fam120a",7.90596434104736,14.6910175485745,0,0,0,0,3.76616364827031,5.26377493575509,1.93421419481259,2.72140228826369,0.00650055996480052,0.0213044911508533,"Fam120a","218236"
"Fam120aos",0,0,0,2.87451089647355,84.9154223548031,0,14.6316555418794,-7.48394018435224,3.90999323894157,-1.91405450777151,0.0556131914186232,0.116472703243424,"Fam120aos","68128"
"Fam120b",1.58119286820947,1.22425146238121,1.08679337818006,0.958170298824518,2.26441126279475,2.21569853037991,1.55508630012832,-0.444950272415788,1.61878981583584,-0.274865994376202,0.783419193753866,0.845914172172978,"Fam120b","67544"
"Fam120c",2.10825715761263,1.22425146238121,1.08679337818006,7.66536239059614,3.39661689419212,2.21569853037991,2.94949663555701,-1.53680347917966,1.31371402390377,-1.16981584364378,0.242075086331822,0.354624629507633,"Fam120c","207375"
"Fam122a",1.58119286820947,2.44850292476242,0,1.91634059764904,5.66102815698687,0,1.93451075793463,-0.903906084307666,1.78748980723496,-0.505684609024935,0.613078074567087,0.71111427776871,"Fam122a","68034"
"Fam122b",2.63532144701579,2.44850292476242,4.34717351272023,2.87451089647355,0,2.21569853037991,2.42020121855865,0.860373207515378,1.44916981635508,0.593700750460957,0.552712281034564,0.659084448272792,"Fam122b","78755"
"Fam122c",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"Fam122c","73866"
"Fam124a",0.527064289403157,0,4.34717351272023,0,0,0,0.812372967020564,3.04063333846464,2.96188668469134,1.02658665308849,0.304615141437407,NA,"Fam124a","629059"
"Fam124b",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam124b","241128"
"Fam126a",20.5555072867231,30.6062865595302,10.8679337818006,0,3.39661689419212,2.21569853037991,11.2736738421043,3.50987422282,1.00429478464996,3.4948645322731,0.000474302424074103,0.00236527129900112,"Fam126a","84652"
"Fam126b",4.21651431522526,2.44850292476242,6.52076026908034,28.7451089647355,48.6848421500871,27.6962316297488,19.7186600422732,-2.98775671411577,0.696873381947216,-4.2873738494177,1.80797870842244e-05,0.000136072837260844,"Fam126b","213056"
"Fam129a",2.10825715761263,0,1.08679337818006,20.1215762753149,0,4.43139706075981,4.62467064531123,-2.81462948206534,1.54589365241904,-1.82071352557853,0.0686504150776924,0.137119933145957,"Fam129a","63913"
"Fam129b",0,0,0,3.83268119529807,2.26441126279475,5.53924632594976,1.93938979734043,-4.56947405886316,1.9471152602136,-2.34679176535337,0.018935834238595,0.0505977754229471,"Fam129b","227737"
"Fam129c",4.21651431522526,2.44850292476242,7.6075536472604,0,0,0,2.37876181454135,4.60427116044554,1.84829373217926,2.4910927739915,0.0127350861520661,0.0368241782685902,"Fam129c","100037278"
"Fam131a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam131a","78408"
"Fam131b",0.527064289403157,0,0,0,1.13220563139737,1.10784926518995,0.461186530998414,-1.26528741346604,3.20801670480282,-0.394414222211419,0.693275245260073,NA,"Fam131b","76156"
"Fam131c",2.63532144701579,0,5.43396689090028,0,0,3.32354779556986,1.89880602224765,1.30527335484295,2.01437041982918,0.64798079935747,0.516997369020311,0.627947359510534,"Fam131c","277743"
"Fam132a",0,0,0,1.91634059764904,1.13220563139737,0,0.508091038174402,-2.64414395062696,3.43042420991847,-0.770792120397789,0.440830158491501,NA,"Fam132a",NA
"Fam132b",0.527064289403157,0,0,1.91634059764904,0,0,0.407234147842032,-1.08150501256289,3.78389775227646,-0.285817715849283,0.775017738622152,NA,"Fam132b",NA
"Fam133b",3.16238573641894,1.22425146238121,1.08679337818006,8.62353268942066,6.79323378838425,2.21569853037991,3.8509825975275,-1.59554540601119,1.20655932633852,-1.32239283322529,0.186037374106819,0.291055375795602,"Fam133b","68152"
"Fam134a",0,0,1.08679337818006,0.958170298824518,0,0,0.340827279500762,-0.152089953988784,4.04536074572153,-0.0375961412463987,0.970009684587815,NA,"Fam134a",NA
"Fam134b",6.32477147283789,13.4667660861933,11.9547271599806,1.91634059764904,3.39661689419212,0,6.17653703514216,2.56135506807367,1.11243870639205,2.30246848959513,0.0213087664396601,0.0556011274425463,"Fam134b",NA
"Fam134c",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam134c",NA
"Fam135a",2.63532144701579,0,1.08679337818006,7.66536239059614,4.5288225255895,4.43139706075981,3.39128280035688,-1.98655026699177,1.3142865981019,-1.51150462148877,0.130659932032455,0.221460341595339,"Fam135a","68187"
"Fam135b",0,0,0,11.4980435858942,7.92543941978162,9.97064338670958,4.89902106539757,-5.90774141917752,1.55075629734678,-3.80958725061134,0.000139198978250949,0.000817928879955191,"Fam135b","70363"
"Fam136a",1.05412857880631,0,3.26038013454017,0,0,0,0.719084785557748,2.87713903911219,3.02007991664564,0.952669836071022,0.340757381097949,NA,"Fam136a","66488"
"Fam13a",1.05412857880631,0,0,27.786938665911,40.7594027303055,25.4805330993689,15.846833845732,-5.90823099679634,1.22141504219689,-4.83720176408631,1.31679746534563e-06,1.34363987521614e-05,"Fam13a","58909"
"Fam13b",5.27064289403157,3.67275438714363,3.26038013454017,5.74902179294711,2.26441126279475,5.53924632594976,4.29274279956783,-0.130679150486669,1.05303085720338,-0.124098120765165,0.901237586071039,0.929258964573054,"Fam13b","225358"
"Fam13c",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Fam13c","71721"
"Fam149a",4.21651431522526,3.67275438714363,0,3.83268119529807,7.92543941978162,2.21569853037991,3.64384797463808,-0.776386180745806,1.28448350857184,-0.604434526068019,0.545554787027673,0.65313937273665,"Fam149a","212326"
"Fam149b",0,1.22425146238121,1.08679337818006,0.958170298824518,2.26441126279475,1.10784926518995,1.10691261122841,-1.04764650752531,2.0615473554689,-0.508184546305039,0.611323927452051,NA,"Fam149b","105428"
"Fam150a",0.527064289403157,0,1.08679337818006,10.5398732870697,18.115290102358,11.0784926518995,6.8912522848184,-4.57965333454705,1.31888016027244,-3.47238018471748,0.000515865222940079,0.00254621476550703,"Fam150a",NA
"Fam150b",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam150b",NA
"Fam151a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam151a","230579"
"Fam151b",0.527064289403157,0,0,0,3.39661689419212,0,0.653946863932547,-1.86906127884446,3.22786313682418,-0.579039816627228,0.562562307183428,NA,"Fam151b","73942"
"Fam155a",12.6495429456758,6.12125731190604,28.2566278326815,1.91634059764904,6.79323378838425,4.43139706075981,10.0280665895094,1.85347094473645,0.90952940772474,2.03783509251565,0.0415664275748964,0.0930831944693693,"Fam155a","270028"
"Fam159a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam159a",NA
"Fam159b",1.05412857880631,3.67275438714363,0,0,0,0,0.787813827658323,2.98962567884446,2.94197880538972,1.01619551893693,0.3095362898661,NA,"Fam159b",NA
"Fam160a1",3.6894500258221,2.44850292476242,7.6075536472604,182.052356776658,135.864675767685,142.912555209504,79.0958490586154,-5.09328718184514,0.579071167718344,-8.79561522966806,1.4226630990782e-18,9.74019406930182e-17,"Fam160a1","229488"
"Fam160a2",26.3532144701579,41.6245497209611,30.4302145890416,21.0797465741394,14.7186732081659,25.4805330993689,26.6144886103058,0.671434393180439,0.548815641207457,1.2234243027462,0.221169478855595,0.330990059175797,"Fam160a2","74349"
"Fam160b1",2.10825715761263,1.22425146238121,1.08679337818006,3.83268119529807,3.39661689419212,0,1.94143334794401,-0.674163331789065,1.61841105456169,-0.416558778370213,0.677001165910235,0.763593581389758,"Fam160b1","226252"
"Fam160b2",0,0,0,10.5398732870697,14.7186732081659,8.86279412151962,5.68689010279253,-6.11988294410288,1.5162689604391,-4.03614602934997,5.43364033760522e-05,0.000362783207394821,"Fam160b2","239170"
"Fam161a",0.527064289403157,0,0,0,1.13220563139737,1.10784926518995,0.461186530998414,-1.26528741346604,3.20801670480282,-0.394414222211419,0.693275245260073,NA,"Fam161a","73873"
"Fam161b",2.10825715761263,0,0,5.74902179294711,1.13220563139737,5.53924632594976,2.42145515131781,-2.28024473090221,1.68235729884064,-1.35538671391243,0.175294380402798,0.277977281057157,"Fam161b","217705"
"Fam162a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam162a","70186"
"Fam162b",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Fam162b","77296"
